
                  X               _temp_1     

                0.                 4.69727E-03
              141.422E-03          4.79828E-03
              282.842E-03          4.89917E-03
              989.949E-03          5.4097E-03 
                1.69706            5.93414E-03
                2.40416            6.47791E-03
                3.11127            7.053E-03  
                3.81838            7.67894E-03
                4.52548            8.37313E-03
                5.23259            9.14529E-03
                5.26087            9.17763E-03
                5.9397             9.98876E-03
                5.99626           10.0586E-03 
                6.6468            10.8855E-03 
                6.73166           10.9949E-03 
                7.35391           11.8023E-03 
                7.46705           11.9474E-03 
                8.06102           12.693E-03  
                8.20244           12.862E-03  
                8.76813           13.4943E-03 
                8.93783           13.6639E-03 
                9.47523           14.1255E-03 
                9.67322           14.2566E-03 
               10.1823            14.4788E-03 
               10.4086            14.509E-03  
               10.8894            14.4092E-03 
               11.144             14.2349E-03 
               11.5966            13.6302E-03 
               11.8794            13.0155E-03 
               12.2722            11.7809E-03 
               12.6042            10.5355E-03 
               12.9479             9.134E-03  
               13.329              7.64882E-03
               13.6236             6.60974E-03
               14.0537             5.24552E-03
               14.2993             4.55654E-03
               14.7785             3.35324E-03
               14.975              2.92163E-03
               15.5033             1.88933E-03
               15.6506             1.64192E-03
               16.2281           839.564E-06  
               16.3263           734.238E-06  
               16.9529           212.885E-06  
               17.002            185.438E-06  
               17.6777             0.         




