
                  X               _temp_2     

                0.                 7.09578E-03
              141.422E-03          7.16548E-03
              282.842E-03          7.23509E-03
              989.949E-03          7.59221E-03
                1.69706            7.97602E-03
                2.40416            8.40109E-03
                3.11127            8.8902E-03 
                3.81838            9.47385E-03
                4.52548           10.1828E-03 
                5.23259           11.0391E-03 
                5.26087           11.0762E-03 
                5.9397            12.04E-03   
                5.99626           12.1253E-03 
                6.6468            13.1613E-03 
                6.73166           13.3013E-03 
                7.35391           14.3566E-03 
                7.46705           14.5498E-03 
                8.06102           15.5601E-03 
                8.20244           15.7932E-03 
                8.76813           16.6814E-03 
                8.93783           16.9246E-03 
                9.47523           17.6036E-03 
                9.67322           17.8043E-03 
               10.1823            18.171E-03  
               10.4086            18.2428E-03 
               10.8894            18.1723E-03 
               11.144             17.9673E-03 
               11.5966            17.1845E-03 
               11.8794            16.3642E-03 
               12.2722            14.7008E-03 
               12.6042            13.043E-03  
               12.9479            11.2072E-03 
               13.329              9.30342E-03
               13.6236             8.00372E-03
               14.0537             6.31571E-03
               14.2993             5.47124E-03
               14.7785             4.00812E-03
               14.975              3.48811E-03
               15.5033             2.24369E-03
               15.6506             1.94541E-03
               16.2281           989.792E-06  
               16.3263           866.52E-06   
               16.9529           250.113E-06  
               17.002            217.194E-06  
               17.6777             0.         




