
                  X               _temp_1     

                0.                10.9667E-03 
              141.422E-03         11.0282E-03 
              282.842E-03         11.0896E-03 
              989.949E-03         11.4053E-03 
                1.69706           11.7483E-03 
                2.40416           12.1341E-03 
                3.11127           12.5837E-03 
                3.81838           13.1215E-03 
                4.52548           13.7717E-03 
                5.23259           14.5493E-03 
                5.26087           14.5828E-03 
                5.9397            15.4477E-03 
                5.99626           15.5237E-03 
                6.6468            16.4395E-03 
                6.73166           16.5622E-03 
                7.35391           17.4784E-03 
                7.46705           17.6442E-03 
                8.06102           18.5001E-03 
                8.20244           18.6941E-03 
                8.76813           19.4182E-03 
                8.93783           19.6101E-03 
                9.47523           20.1217E-03 
                9.67322           20.2596E-03 
               10.1823            20.4638E-03 
               10.4086            20.4639E-03 
               10.8894            20.2457E-03 
               11.144             19.9675E-03 
               11.5966            19.0766E-03 
               11.8794            18.1982E-03 
               12.2722            16.4539E-03 
               12.6042            14.7085E-03 
               12.9479            12.7535E-03 
               13.329             10.6763E-03 
               13.6236             9.21722E-03
               14.0537             7.30479E-03
               14.2993             6.3425E-03 
               14.7785             4.65783E-03
               14.975              4.0527E-03 
               15.5033             2.61557E-03
               15.6506             2.27432E-03
               16.2281             1.1614E-03 
               16.3263             1.01414E-03
               16.9529           293.666E-06  
               17.002            256.575E-06  
               17.6777             0.         




