
                  X               _temp_1     

                0.                16.4414E-03 
              141.422E-03         16.4238E-03 
              282.842E-03         16.4063E-03 
              989.949E-03         16.3329E-03 
                1.69706           16.3145E-03 
                2.40416           16.3864E-03 
                3.11127           16.5936E-03 
                3.81838           16.984E-03  
                4.52548           17.6123E-03 
                5.23259           18.5217E-03 
                5.26087           18.5638E-03 
                5.9397            19.7168E-03 
                5.99626           19.8229E-03 
                6.6468            21.156E-03  
                6.73166           21.3407E-03 
                7.35391           22.7648E-03 
                7.46705           23.0297E-03 
                8.06102           24.4352E-03 
                8.20244           24.7626E-03 
                8.76813           26.0211E-03 
                8.93783           26.3668E-03 
                9.47523           27.3315E-03 
                9.67322           27.6138E-03 
               10.1823            28.113E-03  
               10.4086            28.1953E-03 
               10.8894            28.018E-03  
               11.144             27.6586E-03 
               11.5966            26.3603E-03 
               11.8794            25.0335E-03 
               12.2722            22.3788E-03 
               12.6042            19.7949E-03 
               12.9479            17.007E-03  
               13.329             14.1185E-03 
               13.6236            12.1434E-03 
               14.0537             9.59889E-03
               14.2993             8.33494E-03
               14.7785             6.11057E-03
               14.975              5.30526E-03
               15.5033             3.41185E-03
               15.6506             2.96774E-03
               16.2281             1.51077E-03
               16.3263             1.31616E-03
               16.9529           380.186E-06  
               17.002            333.484E-06  
               17.6777             0.         




