
                  X               _temp_2     

                0.                22.0069E-03 
              141.422E-03         22.0517E-03 
              282.842E-03         22.0965E-03 
              989.949E-03         22.3333E-03 
                1.69706           22.617E-03  
                2.40416           22.9763E-03 
                3.11127           23.447E-03  
                3.81838           24.0661E-03 
                4.52548           24.8715E-03 
                5.23259           25.8871E-03 
                5.26087           25.9318E-03 
                5.9397            27.1035E-03 
                5.99626           27.2075E-03 
                6.6468            28.4739E-03 
                6.73166           28.6444E-03 
                7.35391           29.924E-03  
                7.46705           30.1555E-03 
                8.06102           31.3505E-03 
                8.20244           31.6198E-03 
                8.76813           32.6173E-03 
                8.93783           32.8767E-03 
                9.47523           33.5482E-03 
                9.67322           33.716E-03  
               10.1823            33.9119E-03 
               10.4086            33.8561E-03 
               10.8894            33.3941E-03 
               11.144             32.8923E-03 
               11.5966            31.378E-03  
               11.8794            29.9238E-03 
               12.2722            27.0761E-03 
               12.6042            24.2432E-03 
               12.9479            21.0817E-03 
               13.329             17.7094E-03 
               13.6236            15.3259E-03 
               14.0537            12.1913E-03 
               14.2993            10.6066E-03 
               14.7785             7.81446E-03
               14.975              6.80391E-03
               15.5033             4.40422E-03
               15.6506             3.83426E-03
               16.2281             1.96318E-03
               16.3263             1.7132E-03 
               16.9529           497.241E-06  
               17.002            435.11E-06   
               17.6777             0.         




