
                  X               _temp_1     

                0.                 9.63383E-03
              141.422E-03          9.6616E-03 
              282.842E-03          9.68934E-03
              989.949E-03          9.83698E-03
                1.69706           10.014E-03  
                2.40416           10.2385E-03 
                3.11127           10.536E-03  
                3.81838           10.9382E-03 
                4.52548           11.479E-03  
                5.23259           12.1848E-03 
                5.26087           12.2163E-03 
                5.9397            13.0567E-03 
                5.99626           13.1326E-03 
                6.6468            14.0703E-03 
                6.73166           14.1986E-03 
                7.35391           15.1784E-03 
                7.46705           15.3592E-03 
                8.06102           16.3135E-03 
                8.20244           16.5348E-03 
                8.76813           17.383E-03  
                8.93783           17.6157E-03 
                9.47523           18.2666E-03 
                9.67322           18.4581E-03 
               10.1823            18.8044E-03 
               10.4086            18.8676E-03 
               10.8894            18.7788E-03 
               11.144             18.5631E-03 
               11.5966            17.7643E-03 
               11.8794            16.9352E-03 
               12.2722            15.258E-03  
               12.6042            13.5869E-03 
               12.9479            11.7386E-03 
               13.329              9.79953E-03
               13.6236             8.45711E-03
               14.0537             6.70893E-03
               14.2993             5.83136E-03
               14.7785             4.29155E-03
               14.975              3.73566E-03
               15.5033             2.41373E-03
               15.6506             2.09908E-03
               16.2281             1.0726E-03 
               16.3263           936.631E-06  
               16.9529           271.394E-06  
               17.002            237.06E-06   
               17.6777             0.         




