
                  X               _temp_2     

                0.                 8.61957E-03
              141.422E-03          8.67138E-03
              282.842E-03          8.72314E-03
              989.949E-03          8.99053E-03
                1.69706            9.28496E-03
                2.40416            9.62191E-03
                3.11127           10.0243E-03 
                3.81838           10.5211E-03 
                4.52548           11.1426E-03 
                5.23259           11.9101E-03 
                5.26087           11.9436E-03 
                5.9397            12.8213E-03 
                5.99626           12.8993E-03 
                6.6468            13.8513E-03 
                6.73166           13.9802E-03 
                7.35391           14.954E-03  
                7.46705           15.1322E-03 
                8.06102           16.0639E-03 
                8.20244           16.2782E-03 
                8.76813           17.0917E-03 
                8.93783           17.3127E-03 
                9.47523           17.9219E-03 
                9.67322           18.0975E-03 
               10.1823            18.4007E-03 
               10.4086            18.4455E-03 
               10.8894            18.3185E-03 
               11.144             18.0857E-03 
               11.5966            17.2635E-03 
               11.8794            16.4293E-03 
               12.2722            14.7635E-03 
               12.6042            13.1162E-03 
               12.9479            11.3057E-03 
               13.329              9.41497E-03
               13.6236             8.11259E-03
               14.0537             6.42137E-03
               14.2993             5.57534E-03
               14.7785             4.09467E-03
               14.975              3.5617E-03 
               15.5033             2.29648E-03
               15.6506             1.99605E-03
               16.2281             1.01811E-03
               16.3263           888.977E-06  
               16.9529           257.162E-06  
               17.002            224.609E-06  
               17.6777             0.         




