
                  X               _temp_1     

                0.                 3.7645E-03 
              141.422E-03          3.88148E-03
              282.842E-03          3.9983E-03 
              989.949E-03          4.58892E-03
                1.69706            5.1925E-03 
                2.40416            5.81313E-03
                3.11127            6.46297E-03
                3.81838            7.16421E-03
                4.52548            7.93648E-03
                5.23259            8.79118E-03
                5.26087            8.82691E-03
                5.9397             9.72177E-03
                5.99626            9.79882E-03
                6.6468            10.7109E-03 
                6.73166           10.8316E-03 
                7.35391           11.7244E-03 
                7.46705           11.8854E-03 
                8.06102           12.7151E-03 
                8.20244           12.9042E-03 
                8.76813           13.617E-03  
                8.93783           13.8104E-03 
                9.47523           14.3465E-03 
                9.67322           14.5039E-03 
               10.1823            14.7916E-03 
               10.4086            14.8485E-03 
               10.8894            14.8027E-03 
               11.144             14.6528E-03 
               11.5966            14.0783E-03 
               11.8794            13.4671E-03 
               12.2722            12.2116E-03 
               12.6042            10.9267E-03 
               12.9479             9.46187E-03
               13.329              7.91596E-03
               13.6236             6.84022E-03
               14.0537             5.4235E-03 
               14.2993             4.70542E-03
               14.7785             3.46156E-03
               14.975              3.02008E-03
               15.5033             1.95275E-03
               15.6506             1.69369E-03
               16.2281           865.487E-06  
               16.3263           759.09E-06   
               16.9529           220.002E-06  
               17.002            190.498E-06  
               17.6777             0.         




