
                  X               _temp_2     

                0.                16.8472E-03 
              141.422E-03         16.8887E-03 
              282.842E-03         16.9303E-03 
              989.949E-03         17.1488E-03 
                1.69706           17.4059E-03 
                2.40416           17.725E-03  
                3.11127           18.1352E-03 
                3.81838           18.6674E-03 
                4.52548           19.353E-03  
                5.23259           20.2116E-03 
                5.26087           20.2493E-03 
                5.9397            21.2361E-03 
                5.99626           21.3236E-03 
                6.6468            22.3888E-03 
                6.73166           22.5322E-03 
                7.35391           23.6094E-03 
                7.46705           23.8046E-03 
                8.06102           24.8139E-03 
                8.20244           25.0422E-03 
                8.76813           25.8914E-03 
                8.93783           26.1142E-03 
                9.47523           26.6983E-03 
                9.67322           26.8492E-03 
               10.1823            27.0458E-03 
               10.4086            27.0174E-03 
               10.8894            26.6777E-03 
               11.144             26.2891E-03 
               11.5966            25.091E-03  
               11.8794            23.9292E-03 
               12.2722            21.6421E-03 
               12.6042            19.3622E-03 
               12.9479            16.8148E-03 
               13.329             14.1024E-03 
               13.6236            12.1907E-03 
               14.0537             9.6807E-03 
               14.2993             8.41465E-03
               14.7785             6.19022E-03
               14.975              5.38777E-03
               15.5033             3.48267E-03
               15.6506             3.03039E-03
               16.2281             1.54969E-03
               16.3263             1.35265E-03
               16.9529           392.166E-06  
               17.002            342.966E-06  
               17.6777             0.         




