
                  X               _temp_2     

                0.                 5.00947E-03
              141.422E-03          5.11189E-03
              282.842E-03          5.21423E-03
              989.949E-03          5.73232E-03
                1.69706            6.26775E-03
                2.40416            6.82854E-03
                3.11127            7.42775E-03
                3.81838            8.08346E-03
                4.52548            8.81168E-03
                5.23259            9.62101E-03
                5.26087            9.65488E-03
                5.9397            10.5043E-03 
                5.99626           10.5774E-03 
                6.6468            11.4417E-03 
                6.73166           11.5559E-03 
                7.35391           12.3984E-03 
                7.46705           12.5497E-03 
                8.06102           13.3269E-03 
                8.20244           13.503E-03  
                8.76813           14.1624E-03 
                8.93783           14.3394E-03 
                9.47523           14.8224E-03 
                9.67322           14.9602E-03 
               10.1823            15.197E-03  
               10.4086            15.2316E-03 
               10.8894            15.1385E-03 
               11.144             14.9642E-03 
               11.5966            14.3505E-03 
               11.8794            13.7178E-03 
               12.2722            12.4346E-03 
               12.6042            11.1331E-03 
               12.9479             9.65919E-03
               13.329              8.09583E-03
               13.6236             7.00028E-03
               14.0537             5.55802E-03
               14.2993             4.82775E-03
               14.7785             3.55375E-03
               14.975              3.098E-03  
               15.5033             2.00415E-03
               15.6506             1.74099E-03
               16.2281           890.413E-06  
               16.3263           779.348E-06  
               16.9529           226.019E-06  
               17.002            196.566E-06  
               17.6777             0.         




