
                  X               _temp_1     

                0.                16.1596E-03 
              141.422E-03         16.1902E-03 
              282.842E-03         16.2209E-03 
              989.949E-03         16.3853E-03 
                1.69706           16.5886E-03 
                2.40416           16.8543E-03 
                3.11127           17.2132E-03 
                3.81838           17.6989E-03 
                4.52548           18.3471E-03 
                5.23259           19.1822E-03 
                5.26087           19.2192E-03 
                5.9397            20.2001E-03 
                5.99626           20.288E-03  
                6.6468            21.3661E-03 
                6.73166           21.5125E-03 
                7.35391           22.6209E-03 
                7.46705           22.8234E-03 
                8.06102           23.8809E-03 
                8.20244           24.1227E-03 
                8.76813           25.0347E-03 
                8.93783           25.2787E-03 
                9.47523           25.9379E-03 
                9.67322           26.1192E-03 
               10.1823            26.4008E-03 
               10.4086            26.4132E-03 
               10.8894            26.1662E-03 
               11.144             25.8315E-03 
               11.5966            24.7462E-03 
               11.8794            23.6679E-03 
               12.2722            21.5115E-03 
               12.6042            19.3292E-03 
               12.9479            16.8589E-03 
               13.329             14.1918E-03 
               13.6236            12.2871E-03 
               14.0537             9.77586E-03
               14.2993             8.50579E-03
               14.7785             6.26657E-03
               14.975              5.45517E-03
               15.5033             3.53257E-03
               15.6506             3.07712E-03
               16.2281             1.57645E-03
               16.3263             1.37497E-03
               16.9529           399.154E-06  
               17.002            349.744E-06  
               17.6777             0.         




