
                  X               _temp_1     

                0.                19.2677E-03 
              141.422E-03         19.3042E-03 
              282.842E-03         19.3409E-03 
              989.949E-03         19.5373E-03 
                1.69706           19.7829E-03 
                2.40416           20.1076E-03 
                3.11127           20.5494E-03 
                3.81838           21.1484E-03 
                4.52548           21.9472E-03 
                5.23259           22.9743E-03 
                5.26087           23.0198E-03 
                5.9397            24.2237E-03 
                5.99626           24.3314E-03 
                6.6468            25.6507E-03 
                6.73166           25.8295E-03 
                7.35391           27.1815E-03 
                7.46705           27.4282E-03 
                8.06102           28.7126E-03 
                8.20244           29.0057E-03 
                8.76813           30.1066E-03 
                8.93783           30.3997E-03 
                9.47523           31.1849E-03 
                9.67322           31.3974E-03 
               10.1823            31.7131E-03 
               10.4086            31.7131E-03 
               10.8894            31.3716E-03 
               11.144             30.9356E-03 
               11.5966            29.5385E-03 
               11.8794            28.1641E-03 
               12.2722            25.4421E-03 
               12.6042            22.7317E-03 
               12.9479            19.7155E-03 
               13.329             16.513E-03  
               13.6236            14.2637E-03 
               14.0537            11.3201E-03 
               14.2993             9.83926E-03
               14.7785             7.23583E-03
               14.975              6.29524E-03
               15.5033             4.06703E-03
               15.6506             3.53938E-03
               16.2281             1.80913E-03
               16.3263             1.57832E-03
               16.9529           457.373E-06  
               17.002            400.352E-06  
               17.6777             0.         




