
                  X               _temp_1     

                0.                15.1277E-03 
              141.422E-03         15.1967E-03 
              282.842E-03         15.2657E-03 
              989.949E-03         15.6216E-03 
                1.69706           16.0147E-03 
                2.40416           16.4664E-03 
                3.11127           17.0052E-03 
                3.81838           17.6629E-03 
                4.52548           18.4717E-03 
                5.23259           19.4522E-03 
                5.26087           19.4947E-03 
                5.9397            20.5967E-03 
                5.99626           20.6939E-03 
                6.6468            21.8689E-03 
                6.73166           22.0266E-03 
                7.35391           23.2083E-03 
                7.46705           23.4224E-03 
                8.06102           24.5307E-03 
                8.20244           24.7823E-03 
                8.76813           25.7239E-03 
                8.93783           25.974E-03  
                9.47523           26.6433E-03 
                9.67322           26.8247E-03 
               10.1823            27.0983E-03 
               10.4086            27.1026E-03 
               10.8894            26.8309E-03 
               11.144             26.4771E-03 
               11.5966            25.341E-03  
               11.8794            24.2162E-03 
               12.2722            21.9743E-03 
               12.6042            19.7134E-03 
               12.9479            17.161E-03  
               13.329             14.4249E-03 
               13.6236            12.4844E-03 
               14.0537             9.92749E-03
               14.2993             8.63371E-03
               14.7785             6.3595E-03 
               14.975              5.53857E-03
               15.5033             3.58551E-03
               15.6506             3.12061E-03
               16.2281             1.59788E-03
               16.3263             1.39516E-03
               16.9529           404.926E-06  
               17.002            353.984E-06  
               17.6777             0.         




