
                  X               _temp_1     

                0.                18.1098E-03 
              141.422E-03         18.1305E-03 
              282.842E-03         18.1513E-03 
              989.949E-03         18.269E-03  
                1.69706           18.4385E-03 
                2.40416           18.6924E-03 
                3.11127           19.0715E-03 
                3.81838           19.6196E-03 
                4.52548           20.384E-03  
                5.23259           21.3992E-03 
                5.26087           21.4448E-03 
                5.9397            22.6633E-03 
                5.99626           22.7733E-03 
                6.6468            24.1324E-03 
                6.73166           24.3181E-03 
                7.35391           25.732E-03  
                7.46705           25.9919E-03 
                8.06102           27.3564E-03 
                8.20244           27.6706E-03 
                8.76813           28.8645E-03 
                8.93783           29.1874E-03 
                9.47523           30.0728E-03 
                9.67322           30.3234E-03 
               10.1823            30.7396E-03 
               10.4086            30.7844E-03 
               10.8894            30.5355E-03 
               11.144             30.1458E-03 
               11.5966            28.8251E-03 
               11.8794            27.4969E-03 
               12.2722            24.8405E-03 
               12.6042            22.1916E-03 
               12.9479            19.25E-03   
               13.329             16.1274E-03 
               13.6236            13.9359E-03 
               14.0537            11.0723E-03 
               14.2993             9.63248E-03
               14.7785             7.09362E-03
               14.975              6.1723E-03 
               15.5033             3.99213E-03
               15.6506             3.47638E-03
               16.2281             1.77869E-03
               16.3263             1.55094E-03
               16.9529           449.783E-06  
               17.002            394.158E-06  
               17.6777             0.         




