
                  X               _temp_2     

                0.                19.1414E-03 
              141.422E-03         19.1583E-03 
              282.842E-03         19.1753E-03 
              989.949E-03         19.2733E-03 
                1.69706           19.4202E-03 
                2.40416           19.6466E-03 
                3.11127           19.9902E-03 
                3.81838           20.4908E-03 
                4.52548           21.1901E-03 
                5.23259           22.1173E-03 
                5.26087           22.1588E-03 
                5.9397            23.2675E-03 
                5.99626           23.3674E-03 
                6.6468            24.5978E-03 
                6.73166           24.7653E-03 
                7.35391           26.0365E-03 
                7.46705           26.2692E-03 
                8.06102           27.4835E-03 
                8.20244           27.7611E-03 
                8.76813           28.8053E-03 
                8.93783           29.0837E-03 
                9.47523           29.8288E-03 
                9.67322           30.0303E-03 
               10.1823            30.3264E-03 
               10.4086            30.3239E-03 
               10.8894            29.9877E-03 
               11.144             29.565E-03  
               11.5966            28.2185E-03 
               11.8794            26.9021E-03 
               12.2722            24.3013E-03 
               12.6042            21.7127E-03 
               12.9479            18.8341E-03 
               13.329             15.7667E-03 
               13.6236            13.6063E-03 
               14.0537            10.7843E-03 
               14.2993             9.36972E-03
               14.7785             6.88097E-03
               14.975              5.98068E-03
               15.5033             3.85904E-03
               15.6506             3.35988E-03
               16.2281             1.71605E-03
               16.3263             1.4954E-03 
               16.9529           432.942E-06  
               17.002            379.814E-06  
               17.6777             0.         




