
                  X               _temp_2     

                0.                16.1967E-03 
              141.422E-03         16.2212E-03 
              282.842E-03         16.2458E-03 
              989.949E-03         16.3798E-03 
                1.69706           16.5543E-03 
                2.40416           16.7945E-03 
                3.11127           17.1319E-03 
                3.81838           17.5998E-03 
                4.52548           18.2328E-03 
                5.23259           19.0551E-03 
                5.26087           19.0917E-03 
                5.9397            20.0621E-03 
                5.99626           20.1491E-03 
                6.6468            21.2175E-03 
                6.73166           21.3625E-03 
                7.35391           22.461E-03  
                7.46705           22.6616E-03 
                8.06102           23.7082E-03 
                8.20244           23.9472E-03 
                8.76813           24.8469E-03 
                8.93783           25.0869E-03 
                9.47523           25.7319E-03 
                9.67322           25.9073E-03 
               10.1823            26.172E-03  
               10.4086            26.1758E-03 
               10.8894            25.9074E-03 
               11.144             25.5589E-03 
               11.5966            24.4402E-03 
               11.8794            23.3373E-03 
               12.2722            21.1471E-03 
               12.6042            18.9507E-03 
               12.9479            16.4885E-03 
               13.329             13.8516E-03 
               13.6236            11.9834E-03 
               14.0537             9.52928E-03
               14.2993             8.29074E-03
               14.7785             6.10755E-03
               14.975              5.31612E-03
               15.5033             3.44107E-03
               15.6506             2.99686E-03
               16.2281             1.53457E-03
               16.3263             1.33842E-03
               16.9529           388.4E-06    
               17.002            340.259E-06  
               17.6777             0.         




