
                  X               _temp_2     

                0.                18.2894E-03 
              141.422E-03         18.2974E-03 
              282.842E-03         18.3054E-03 
              989.949E-03         18.36E-03   
                1.69706           18.4701E-03 
                2.40416           18.6705E-03 
                3.11127           19.005E-03  
                3.81838           19.5198E-03 
                4.52548           20.2657E-03 
                5.23259           21.2801E-03 
                5.26087           21.326E-03  
                5.9397            22.5625E-03 
                5.99626           22.6747E-03 
                6.6468            24.068E-03  
                6.73166           24.2591E-03 
                7.35391           25.72E-03   
                7.46705           25.9894E-03 
                8.06102           27.4088E-03 
                8.20244           27.7368E-03 
                8.76813           28.9883E-03 
                8.93783           29.3286E-03 
                9.47523           30.2681E-03 
                9.67322           30.5374E-03 
               10.1823            30.997E-03  
               10.4086            31.0576E-03 
               10.8894            30.8325E-03 
               11.144             30.4463E-03 
               11.5966            29.1081E-03 
               11.8794            27.7494E-03 
               12.2722            25.0224E-03 
               12.6042            22.318E-03  
               12.9479            19.3355E-03 
               13.329             16.1836E-03 
               13.6236            13.9806E-03 
               14.0537            11.1089E-03 
               14.2993             9.66696E-03
               14.7785             7.11921E-03
               14.975              6.19283E-03
               15.5033             4.00407E-03
               15.6506             3.48733E-03
               16.2281             1.78373E-03
               16.3263             1.55469E-03
               16.9529           450.833E-06  
               17.002            395.38E-06   
               17.6777             0.         




