
                  X               _temp_1     

                0.                 8.00698E-03
              141.422E-03          8.09425E-03
              282.842E-03          8.18145E-03
              989.949E-03          8.6265E-03 
                1.69706            9.09889E-03
                2.40416            9.61305E-03
                3.11127           10.1907E-03 
                3.81838           10.8598E-03 
                4.52548           11.6475E-03 
                5.23259           12.5718E-03 
                5.26087           12.6114E-03 
                5.9397            13.627E-03  
                5.99626           13.716E-03  
                6.6468            14.7867E-03 
                6.73166           14.9301E-03 
                7.35391           16.0033E-03 
                7.46705           16.1983E-03 
                8.06102           17.2105E-03 
                8.20244           17.4421E-03 
                8.76813           18.3177E-03 
                8.93783           18.5549E-03 
                9.47523           19.2086E-03 
                9.67322           19.3977E-03 
               10.1823            19.7289E-03 
               10.4086            19.7826E-03 
               10.8894            19.6693E-03 
               11.144             19.4402E-03 
               11.5966            18.6222E-03 
               11.8794            17.7821E-03 
               12.2722            16.0848E-03 
               12.6042            14.3788E-03 
               12.9479            12.4705E-03 
               13.329             10.4452E-03 
               13.6236             9.02549E-03
               14.0537             7.1672E-03 
               14.2993             6.23142E-03
               14.7785             4.58778E-03
               14.975              3.99412E-03
               15.5033             2.58322E-03
               15.6506             2.24769E-03
               16.2281             1.14977E-03
               16.3263             1.00375E-03
               16.9529           291.067E-06  
               17.002            254.458E-06  
               17.6777             0.         




