
                  X               _temp_1     

                0.                20.8341E-03 
              141.422E-03         20.7345E-03 
              282.842E-03         20.6349E-03 
              989.949E-03         20.152E-03  
                1.69706           19.7308E-03 
                2.40416           19.4148E-03 
                3.11127           19.2547E-03 
                3.81838           19.3017E-03 
                4.52548           19.6172E-03 
                5.23259           20.2548E-03 
                5.26087           20.2869E-03 
                5.9397            21.2269E-03 
                5.99626           21.3172E-03 
                6.6468            22.4935E-03 
                6.73166           22.6606E-03 
                7.35391           23.979E-03  
                7.46705           24.2282E-03 
                8.06102           25.5724E-03 
                8.20244           25.8893E-03 
                8.76813           27.1235E-03 
                8.93783           27.4658E-03 
                9.47523           28.4342E-03 
                9.67322           28.7212E-03 
               10.1823            29.2429E-03 
               10.4086            29.3368E-03 
               10.8894            29.1905E-03 
               11.144             28.847E-03  
               11.5966            27.5783E-03 
               11.8794            26.2614E-03 
               12.2722            23.5983E-03 
               12.6042            20.9748E-03 
               12.9479            18.1112E-03 
               13.329             15.1143E-03 
               13.6236            13.0421E-03 
               14.0537            10.3551E-03 
               14.2993             9.01055E-03
               14.7785             6.63392E-03
               14.975              5.76883E-03
               15.5033             3.72672E-03
               15.6506             3.24504E-03
               16.2281             1.65833E-03
               16.3263             1.44518E-03
               16.9529           418.86E-06   
               17.002            367.355E-06  
               17.6777             0.         




