
                  X               _temp_2     

                0.                 7.02325E-03
              141.422E-03          7.10222E-03
              282.842E-03          7.18113E-03
              989.949E-03          7.58118E-03
                1.69706            7.99675E-03
                2.40416            8.43554E-03
                3.11127            8.90948E-03
                3.81838            9.43429E-03
                4.52548           10.024E-03  
                5.23259           10.6859E-03 
                5.26087           10.7137E-03 
                5.9397            11.413E-03  
                5.99626           11.4732E-03 
                6.6468            12.186E-03  
                6.73166           12.28E-03   
                7.35391           12.9725E-03 
                7.46705           13.0962E-03 
                8.06102           13.7283E-03 
                8.20244           13.87E-03   
                8.76813           14.3939E-03 
                8.93783           14.5313E-03 
                9.47523           14.8935E-03 
                9.67322           14.9893E-03 
               10.1823            15.1264E-03 
               10.4086            15.1217E-03 
               10.8894            14.9574E-03 
               11.144             14.7557E-03 
               11.5966            14.1196E-03 
               11.8794            13.495E-03  
               12.2722            12.2576E-03 
               12.6042            11.0004E-03 
               12.9479             9.56693E-03
               13.329              8.03503E-03
               13.6236             6.95325E-03
               14.0537             5.52252E-03
               14.2993             4.79578E-03
               14.7785             3.53032E-03
               14.975              3.07838E-03
               15.5033             1.99253E-03
               15.6506             1.73083E-03
               16.2281           885.731E-06  
               16.3263           775.501E-06  
               16.9529           225.032E-06  
               17.002            195.598E-06  
               17.6777             0.         




