
                  X               _temp_2     

                0.                11.0979E-03 
              141.422E-03         11.0956E-03 
              282.842E-03         11.0933E-03 
              989.949E-03         11.0913E-03 
                1.69706           11.1218E-03 
                2.40416           11.206E-03  
                3.11127           11.3725E-03 
                3.81838           11.6557E-03 
                4.52548           12.0941E-03 
                5.23259           12.7199E-03 
                5.26087           12.7487E-03 
                5.9397            13.5383E-03 
                5.99626           13.6109E-03 
                6.6468            14.5252E-03 
                6.73166           14.652E-03  
                7.35391           15.6325E-03 
                7.46705           15.8153E-03 
                8.06102           16.7899E-03 
                8.20244           17.0179E-03 
                8.76813           17.9005E-03 
                8.93783           18.1449E-03 
                9.47523           18.838E-03  
                9.67322           19.0455E-03 
               10.1823            19.4346E-03 
               10.4086            19.5153E-03 
               10.8894            19.4623E-03 
               11.144             19.2598E-03 
               11.5966            18.4659E-03 
               11.8794            17.6172E-03 
               12.2722            15.8756E-03 
               12.6042            14.1323E-03 
               12.9479            12.1945E-03 
               13.329             10.1717E-03 
               13.6236             8.77869E-03
               14.0537             6.96115E-03
               14.2993             6.04607E-03
               14.7785             4.44828E-03
               14.975              3.87542E-03
               15.5033             2.50314E-03
               15.6506             2.17364E-03
               16.2281             1.10995E-03
               16.3263           971.195E-06  
               16.9529           281.283E-06  
               17.002            244.657E-06  
               17.6777             0.         




