
                  X               _temp_1     

                0.                20.2494E-03 
              141.422E-03         20.3052E-03 
              282.842E-03         20.3611E-03 
              989.949E-03         20.6532E-03 
                1.69706           20.9911E-03 
                2.40416           21.4019E-03 
                3.11127           21.9203E-03 
                3.81838           22.5825E-03 
                4.52548           23.4258E-03 
                5.23259           24.4732E-03 
                5.26087           24.519E-03  
                5.9397            25.7157E-03 
                5.99626           25.8216E-03 
                6.6468            27.1084E-03 
                6.73166           27.2814E-03 
                7.35391           28.5793E-03 
                7.46705           28.8142E-03 
                8.06102           30.0282E-03 
                8.20244           30.3026E-03 
                8.76813           31.3229E-03 
                8.93783           31.5904E-03 
                9.47523           32.292E-03  
                9.67322           32.4735E-03 
               10.1823            32.7109E-03 
               10.4086            32.6783E-03 
               10.8894            32.2741E-03 
               11.144             31.8127E-03 
               11.5966            30.3995E-03 
               11.8794            29.0359E-03 
               12.2722            26.353E-03  
               12.6042            23.6622E-03 
               12.9479            20.6361E-03 
               13.329             17.3727E-03 
               13.6236            15.0428E-03 
               14.0537            11.9721E-03 
               14.2993            10.4193E-03 
               14.7785             7.67752E-03
               14.975              6.68211E-03
               15.5033             4.32718E-03
               15.6506             3.77035E-03
               16.2281             1.93177E-03
               16.3263             1.68413E-03
               16.9529           488.924E-06  
               17.002            428.762E-06  
               17.6777             0.         




