
                  X               _temp_2     

                0.                16.473E-03  
              141.422E-03         16.511E-03  
              282.842E-03         16.549E-03  
              989.949E-03         16.7497E-03 
                1.69706           16.9896E-03 
                2.40416           17.2924E-03 
                3.11127           17.6884E-03 
                3.81838           18.2101E-03 
                4.52548           18.8914E-03 
                5.23259           19.7544E-03 
                5.26087           19.7924E-03 
                5.9397            20.7931E-03 
                5.99626           20.8822E-03 
                6.6468            21.9705E-03 
                6.73166           22.1175E-03 
                7.35391           23.2256E-03 
                7.46705           23.427E-03  
                8.06102           24.4731E-03 
                8.20244           24.7108E-03 
                8.76813           25.6E-03    
                8.93783           25.8351E-03 
                9.47523           26.4599E-03 
                9.67322           26.6256E-03 
               10.1823            26.8601E-03 
               10.4086            26.8476E-03 
               10.8894            26.5389E-03 
               11.144             26.1641E-03 
               11.5966            24.9847E-03 
               11.8794            23.8315E-03 
               12.2722            21.5545E-03 
               12.6042            19.284E-03  
               12.9479            16.7505E-03 
               13.329             14.0547E-03 
               13.6236            12.156E-03  
               14.0537             9.66362E-03
               14.2993             8.4053E-03 
               14.7785             6.19099E-03
               14.975              5.39015E-03
               15.5033             3.48782E-03
               15.6506             3.03574E-03
               16.2281             1.55371E-03
               16.3263             1.35608E-03
               16.9529           393.446E-06  
               17.002            344.142E-06  
               17.6777             0.         




