
                  X               _temp_2     

                0.                 4.72932E-03
              141.422E-03          4.81374E-03
              282.842E-03          4.89802E-03
              989.949E-03          5.32611E-03
                1.69706            5.77029E-03
                2.40416            6.23813E-03
                3.11127            6.74403E-03
                3.81838            7.31023E-03
                4.52548            7.95733E-03
                5.23259            8.69881E-03
                5.26087            8.73028E-03
                5.9397             9.53009E-03
                5.99626            9.59976E-03
                6.6468            10.4335E-03 
                6.73166           10.5448E-03 
                7.35391           11.3745E-03 
                7.46705           11.525E-03  
                8.06102           12.3054E-03 
                8.20244           12.4839E-03 
                8.76813           13.1597E-03 
                8.93783           13.3433E-03 
                9.47523           13.8528E-03 
                9.67322           14.002E-03  
               10.1823            14.2716E-03 
               10.4086            14.322E-03  
               10.8894            14.2637E-03 
               11.144             14.1075E-03 
               11.5966            13.52E-03   
               11.8794            12.9025E-03 
               12.2722            11.6468E-03 
               12.6042            10.3805E-03 
               12.9479             8.95826E-03
               13.329              7.47358E-03
               13.6236             6.45183E-03
               14.0537             5.11233E-03
               14.2993             4.43509E-03
               14.7785             3.26189E-03
               14.975              2.84514E-03
               15.5033             1.83795E-03
               15.6506             1.59354E-03
               16.2281           813.554E-06  
               16.3263           713.55E-06   
               16.9529           206.622E-06  
               17.002            178.842E-06  
               17.6777             0.         




