
                  X               _temp_1     

                0.                 9.88248E-03
              141.422E-03          9.98643E-03
              282.842E-03         10.0903E-03 
              989.949E-03         10.6176E-03 
                1.69706           11.1684E-03 
                2.40416           11.7552E-03 
                3.11127           12.3954E-03 
                3.81838           13.1101E-03 
                4.52548           13.9189E-03 
                5.23259           14.8317E-03 
                5.26087           14.8701E-03 
                5.9397            15.8391E-03 
                5.99626           15.9226E-03 
                6.6468            16.9132E-03 
                6.73166           17.044E-03  
                7.35391           18.0088E-03 
                7.46705           18.1814E-03 
                8.06102           19.0636E-03 
                8.20244           19.2617E-03 
                8.76813           19.9944E-03 
                8.93783           20.1868E-03 
                9.47523           20.6945E-03 
                9.67322           20.8294E-03 
               10.1823            21.0231E-03 
               10.4086            21.018E-03  
               10.8894            20.7896E-03 
               11.144             20.5088E-03 
               11.5966            19.6267E-03 
               11.8794            18.7642E-03 
               12.2722            17.0556E-03 
               12.6042            15.3264E-03 
               12.9479            13.3635E-03 
               13.329             11.2478E-03 
               13.6236             9.73936E-03
               14.0537             7.74604E-03
               14.2993             6.73563E-03
               14.7785             4.96112E-03
               14.975              4.32114E-03
               15.5033             2.79804E-03
               15.6506             2.43525E-03
               16.2281             1.24731E-03
               16.3263             1.08922E-03
               16.9529           316.2E-06    
               17.002            276.366E-06  
               17.6777             0.         




