
                  X               _temp_1     

                0.                13.9436E-03 
              141.422E-03         13.9666E-03 
              282.842E-03         13.9897E-03 
              989.949E-03         14.1164E-03 
                1.69706           14.2846E-03 
                2.40416           14.5201E-03 
                3.11127           14.8557E-03 
                3.81838           15.3269E-03 
                4.52548           15.9721E-03 
                5.23259           16.819E-03  
                5.26087           16.8569E-03 
                5.9397            17.8659E-03 
                5.99626           17.9568E-03 
                6.6468            19.078E-03  
                6.73166           19.231E-03  
                7.35391           20.3953E-03 
                7.46705           20.6093E-03 
                8.06102           21.7329E-03 
                8.20244           21.9919E-03 
                8.76813           22.9771E-03 
                8.93783           23.2444E-03 
                9.47523           23.9803E-03 
                9.67322           24.1907E-03 
               10.1823            24.5478E-03 
               10.4086            24.5937E-03 
               10.8894            24.4147E-03 
               11.144             24.1127E-03 
               11.5966            23.0679E-03 
               11.8794            22.008E-03  
               12.2722            19.8789E-03 
               12.6042            17.7459E-03 
               12.9479            15.3659E-03 
               13.329             12.8468E-03 
               13.6236            11.0867E-03 
               14.0537             8.78769E-03
               14.2993             7.63311E-03
               14.7785             5.61004E-03
               14.975              4.88136E-03
               15.5033             3.15172E-03
               15.6506             2.74106E-03
               16.2281             1.40011E-03
               16.3263             1.22229E-03
               16.9529           353.973E-06  
               17.002            309.388E-06  
               17.6777             0.         




