
                  X               _temp_1     

                0.                 4.61145E-03
              141.422E-03          4.7148E-03 
              282.842E-03          4.81806E-03
              989.949E-03          5.34017E-03
                1.69706            5.87642E-03
                2.40416            6.43244E-03
                3.11127            7.0194E-03 
                3.81838            7.65456E-03
                4.52548            8.35295E-03
                5.23259            9.12217E-03
                5.26087            9.15423E-03
                5.9397             9.95487E-03
                5.99626           10.0235E-03 
                6.6468            10.8328E-03 
                6.73166           10.9394E-03 
                7.35391           11.7234E-03 
                7.46705           11.8639E-03 
                8.06102           12.5822E-03 
                8.20244           12.7444E-03 
                8.76813           13.3479E-03 
                8.93783           13.5089E-03 
                9.47523           13.9429E-03 
                9.67322           14.0644E-03 
               10.1823            14.2633E-03 
               10.4086            14.2847E-03 
               10.8894            14.1694E-03 
               11.144             13.9901E-03 
               11.5966            13.3829E-03 
               11.8794            12.7715E-03 
               12.2722            11.547E-03  
               12.6042            10.3133E-03 
               12.9479             8.92421E-03
               13.329              7.45513E-03
               13.6236             6.42989E-03
               14.0537             5.08639E-03
               14.2993             4.41036E-03
               14.7785             3.23507E-03
               14.975              2.81618E-03
               15.5033             1.8157E-03 
               15.6506             1.57647E-03
               16.2281           804.053E-06  
               16.3263           703.344E-06  
               16.9529           203.476E-06  
               17.002            177.109E-06  
               17.6777             0.         




