
                  X               _temp_1     

                0.                 9.20139E-03
              141.422E-03          9.28006E-03
              282.842E-03          9.3587E-03 
              989.949E-03          9.7599E-03 
                1.69706           10.1867E-03 
                2.40416           10.6528E-03 
                3.11127           11.1778E-03 
                3.81838           11.7852E-03 
                4.52548           12.4976E-03 
                5.23259           13.3286E-03 
                5.26087           13.3641E-03 
                5.9397            14.2714E-03 
                5.99626           14.3506E-03 
                6.6468            15.2993E-03 
                6.73166           15.4259E-03 
                7.35391           16.3676E-03 
                7.46705           16.5376E-03 
                8.06102           17.414E-03  
                8.20244           17.6127E-03 
                8.76813           18.3549E-03 
                8.93783           18.5526E-03 
                9.47523           19.083E-03  
                9.67322           19.2289E-03 
               10.1823            19.4561E-03 
               10.4086            19.4687E-03 
               10.8894            19.2813E-03 
               11.144             19.0246E-03 
               11.5966            18.1849E-03 
               11.8794            17.3533E-03 
               12.2722            15.6996E-03 
               12.6042            14.0378E-03 
               12.9479            12.1708E-03 
               13.329             10.1835E-03 
               13.6236             8.78695E-03
               14.0537             6.95731E-03
               14.2993             6.03764E-03
               14.7785             4.43088E-03
               14.975              3.85457E-03
               15.5033             2.48644E-03
               15.6506             2.16163E-03
               16.2281             1.10339E-03
               16.3263           963.552E-06  
               16.9529           278.89E-06   
               17.002            243.619E-06  
               17.6777             0.         




