
                  X               _temp_1     

                0.                 5.04921E-03
              141.422E-03          5.13739E-03
              282.842E-03          5.22548E-03
              989.949E-03          5.6719E-03 
                1.69706            6.13345E-03
                2.40416            6.61716E-03
                3.11127            7.13534E-03
                3.81838            7.70614E-03
                4.52548            8.34564E-03
                5.23259            9.06298E-03
                5.26087            9.09312E-03
                5.9397             9.8518E-03 
                5.99626            9.91729E-03
                6.6468            10.694E-03  
                6.73166           10.7968E-03 
                7.35391           11.5567E-03 
                7.46705           11.6933E-03 
                8.06102           12.3951E-03 
                8.20244           12.554E-03  
                8.76813           13.1475E-03 
                8.93783           13.3061E-03 
                9.47523           13.7354E-03 
                9.67322           13.8559E-03 
               10.1823            14.054E-03  
               10.4086            14.0756E-03 
               10.8894            13.9618E-03 
               11.144             13.7836E-03 
               11.5966            13.1792E-03 
               11.8794            12.5719E-03 
               12.2722            11.3596E-03 
               12.6042            10.142E-03  
               12.9479             8.77654E-03
               13.329              7.33447E-03
               13.6236             6.32948E-03
               14.0537             5.0132E-03 
               14.2993             4.35041E-03
               14.7785             3.19573E-03
               14.975              2.78277E-03
               15.5033             1.79631E-03
               15.6506             1.5603E-03 
               16.2281           796.598E-06  
               16.3263           696.672E-06  
               16.9529           201.714E-06  
               17.002            175.662E-06  
               17.6777             0.         




