
                  X               _temp_2     

                0.                21.2911E-03 
              141.422E-03         21.2816E-03 
              282.842E-03         21.2722E-03 
              989.949E-03         21.2387E-03 
                1.69706           21.2571E-03 
                2.40416           21.3604E-03 
                3.11127           21.5888E-03 
                3.81838           21.9832E-03 
                4.52548           22.5875E-03 
                5.23259           23.4332E-03 
                5.26087           23.4718E-03 
                5.9397            24.5172E-03 
                5.99626           24.6123E-03 
                6.6468            25.7958E-03 
                6.73166           25.9581E-03 
                7.35391           27.1971E-03 
                7.46705           27.4248E-03 
                8.06102           28.6194E-03 
                8.20244           28.8934E-03 
                8.76813           29.9283E-03 
                8.93783           30.2049E-03 
                9.47523           30.949E-03  
                9.67322           31.151E-03  
               10.1823            31.4526E-03 
               10.4086            31.4531E-03 
               10.8894            31.1277E-03 
               11.144             30.7122E-03 
               11.5966            29.3859E-03 
               11.8794            28.0802E-03 
               12.2722            25.4816E-03 
               12.6042            22.8652E-03 
               12.9479            19.9181E-03 
               13.329             16.7428E-03 
               13.6236            14.4803E-03 
               14.0537            11.5055E-03 
               14.2993            10.0057E-03 
               14.7785             7.36191E-03
               14.975              6.40399E-03
               15.5033             4.14132E-03
               15.6506             3.60746E-03
               16.2281             1.84618E-03
               16.3263             1.60925E-03
               16.9529           466.697E-06  
               17.002            409.353E-06  
               17.6777             0.         




