
                  X               _temp_1     

                0.                 5.72318E-03
              141.422E-03          5.82956E-03
              282.842E-03          5.93586E-03
              989.949E-03          6.4728E-03 
                1.69706            7.02344E-03
                2.40416            7.59329E-03
                3.11127            8.19257E-03
                3.81838            8.83648E-03
                4.52548            9.53782E-03
                5.23259           10.3021E-03 
                5.26087           10.3338E-03 
                5.9397            11.1211E-03 
                5.99626           11.1882E-03 
                6.6468            11.9758E-03 
                6.73166           12.079E-03  
                7.35391           12.8342E-03 
                7.46705           12.9686E-03 
                8.06102           13.6525E-03 
                8.20244           13.8057E-03 
                8.76813           14.3714E-03 
                8.93783           14.5203E-03 
                9.47523           14.9153E-03 
                9.67322           15.0222E-03 
               10.1823            15.1843E-03 
               10.4086            15.1896E-03 
               10.8894            15.0434E-03 
               11.144             14.8504E-03 
               11.5966            14.2305E-03 
               11.8794            13.617E-03  
               12.2722            12.3938E-03 
               12.6042            11.1456E-03 
               12.9479             9.71703E-03
               13.329              8.17761E-03
               13.6236             7.08123E-03
               14.0537             5.62897E-03
               14.2993             4.89124E-03
               14.7785             3.60156E-03
               14.975              3.13907E-03
               15.5033             2.0326E-03 
               15.6506             1.76736E-03
               16.2281           905.018E-06  
               16.3263           791.451E-06  
               16.9529           229.759E-06  
               17.002            200.234E-06  
               17.6777             0.         




