
                  X               _temp_2     

                0.                 2.06961E-03
              141.422E-03          2.18148E-03
              282.842E-03          2.29314E-03
              989.949E-03          2.85772E-03
                1.69706            3.43217E-03
                2.40416            4.01871E-03
                3.11127            4.62919E-03
                3.81838            5.28809E-03
                4.52548            6.01716E-03
                5.23259            6.83014E-03
                5.26087            6.86427E-03
                5.9397             7.72173E-03
                5.99626            7.79592E-03
                6.6468             8.67722E-03
                6.73166            8.79442E-03
                7.35391            9.66415E-03
                7.46705            9.82175E-03
                8.06102           10.6374E-03 
                8.20244           10.8244E-03 
                8.76813           11.5323E-03 
                8.93783           11.726E-03  
                9.47523           12.267E-03  
                9.67322           12.4286E-03 
               10.1823            12.7307E-03 
               10.4086            12.7976E-03 
               10.8894            12.7745E-03 
               11.144             12.6407E-03 
               11.5966            12.1017E-03 
               11.8794            11.53E-03   
               12.2722            10.3649E-03 
               12.6042             9.19864E-03
               12.9479             7.90398E-03
               13.329              6.55838E-03
               13.6236             5.63878E-03
               14.0537             4.44573E-03
               14.2993             3.85015E-03
               14.7785             2.81882E-03
               14.975              2.45233E-03
               15.5033             1.57684E-03
               15.6506             1.36746E-03
               16.2281           695.549E-06  
               16.3263           608.704E-06  
               16.9529           175.664E-06  
               17.002            152.675E-06  
               17.6777             0.         




