
                  X               _temp_2     

                0.                13.1757E-03 
              141.422E-03         13.2035E-03 
              282.842E-03         13.2313E-03 
              989.949E-03         13.3781E-03 
                1.69706           13.5518E-03 
                2.40416           13.7688E-03 
                3.11127           14.0504E-03 
                3.81838           14.421E-03  
                4.52548           14.9053E-03 
                5.23259           15.5198E-03 
                5.26087           15.5469E-03 
                5.9397            16.26E-03   
                5.99626           16.3236E-03 
                6.6468            17.0996E-03 
                6.73166           17.2044E-03 
                7.35391           17.9941E-03 
                7.46705           18.1376E-03 
                8.06102           18.8817E-03 
                8.20244           19.0504E-03 
                8.76813           19.6795E-03 
                8.93783           19.845E-03  
                9.47523           20.2807E-03 
                9.67322           20.394E-03  
               10.1823            20.545E-03  
               10.4086            20.5266E-03 
               10.8894            20.2823E-03 
               11.144             20.0001E-03 
               11.5966            19.1284E-03 
               11.8794            18.281E-03  
               12.2722            16.6062E-03 
               12.6042            14.911E-03  
               12.9479            12.9851E-03 
               13.329             10.9135E-03 
               13.6236             9.44049E-03
               14.0537             7.49591E-03
               14.2993             6.5117E-03 
               14.7785             4.78906E-03
               14.975              4.17028E-03
               15.5033             2.69679E-03
               15.6506             2.34557E-03
               16.2281             1.19995E-03
               16.3263             1.04832E-03
               16.9529           304.036E-06  
               17.002            265.454E-06  
               17.6777             0.         




