
                  X               _temp_2     

                0.                16.3064E-03 
              141.422E-03         16.2777E-03 
              282.842E-03         16.2492E-03 
              989.949E-03         16.1209E-03 
                1.69706           16.0496E-03 
                2.40416           16.0727E-03 
                3.11127           16.2366E-03 
                3.81838           16.5898E-03 
                4.52548           17.1882E-03 
                5.23259           18.0772E-03 
                5.26087           18.1187E-03 
                5.9397            19.2633E-03 
                5.99626           19.3691E-03 
                6.6468            20.7058E-03 
                6.73166           20.8917E-03 
                7.35391           22.331E-03  
                7.46705           22.5996E-03 
                8.06102           24.0314E-03 
                8.20244           24.3665E-03 
                8.76813           25.6623E-03 
                8.93783           26.021E-03  
                9.47523           27.0337E-03 
                9.67322           27.3361E-03 
               10.1823            27.8945E-03 
               10.4086            28.0061E-03 
               10.8894            27.9008E-03 
               11.144             27.5864E-03 
               11.5966            26.3876E-03 
               11.8794            25.1347E-03 
               12.2722            22.5921E-03 
               12.6042            20.0735E-03 
               12.9479            17.3112E-03 
               13.329             14.4195E-03 
               13.6236            12.4231E-03 
               14.0537             9.83827E-03
               14.2993             8.5491E-03 
               14.7785             6.28106E-03
               14.975              5.45952E-03
               15.5033             3.52069E-03
               15.6506             3.06365E-03
               16.2281             1.56327E-03
               16.3263             1.36272E-03
               16.9529           394.281E-06  
               17.002            345.555E-06  
               17.6777             0.         




