
                  X               _temp_1     

                0.                20.8135E-03 
              141.422E-03         20.7418E-03 
              282.842E-03         20.6703E-03 
              989.949E-03         20.3265E-03 
                1.69706           20.0391E-03 
                2.40416           19.8463E-03 
                3.11127           19.7937E-03 
                3.81838           19.9272E-03 
                4.52548           20.2995E-03 
                5.23259           20.9534E-03 
                5.26087           20.9853E-03 
                5.9397            21.8944E-03 
                5.99626           21.9802E-03 
                6.6468            23.0818E-03 
                6.73166           23.2365E-03 
                7.35391           24.4439E-03 
                7.46705           24.67E-03   
                8.06102           25.8772E-03 
                8.20244           26.159E-03  
                8.76813           27.2431E-03 
                8.93783           27.5395E-03 
                9.47523           28.3601E-03 
                9.67322           28.5947E-03 
               10.1823            28.9891E-03 
               10.4086            29.0339E-03 
               10.8894            28.804E-03  
               11.144             28.437E-03  
               11.5966            27.1786E-03 
               11.8794            25.9081E-03 
               12.2722            23.3609E-03 
               12.6042            20.822E-03  
               12.9479            18.0053E-03 
               13.329             15.0296E-03 
               13.6236            12.9547E-03 
               14.0537            10.2545E-03 
               14.2993             8.90408E-03
               14.7785             6.53552E-03
               14.975              5.68124E-03
               15.5033             3.66287E-03
               15.6506             3.18644E-03
               16.2281             1.62585E-03
               16.3263             1.41792E-03
               16.9529           410.193E-06  
               17.002            359.193E-06  
               17.6777             0.         




